placekey,parent_placekey,location_name,street_address,city,region,postal_code,iso_country_code,safegraph_brand_ids,brands,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts,visits_by_day,visits_by_each_hour,poi_cbg,visitor_home_cbgs,visitor_home_aggregation,visitor_daytime_cbgs,visitor_country_of_origin,distance_from_home,median_dwell,bucketed_dwell_times,related_same_day_brand,related_same_week_brand,device_type
222-223@5ny-zsm-7yv,,Shopko Pharmacy 2658,123 N 24th St,Beatrice,NE,68310,US,,,2021-01-04T00:00:00-06:00,2021-01-11T00:00:00-06:00,52,30,"[6,9,5,8,9,13,2]","[0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0]",310679649004,"{""311339678001"":4,""310679646002"":4,""311699632002"":4,""310679649002"":4,""310679650003"":4}","{""31067964800"":7,""31067965000"":4,""31067964900"":4,""31067964700"":4,""31169963200"":4}","{""310679651002"":4,""310679652001"":4,""310679648003"":4,""310679646002"":4,""311699632002"":4,""310679648004"":4,""310679650003"":4}","{""US"":29}",9545,14.0,"{""<5"":3,""5-10"":13,""11-20"":14,""21-60"":10,""61-120"":8,""121-240"":3,"">240"":1}","{""Walmart"":13,""Casey's General Stores"":9,""Dairy Queen"":7,""Sonic"":4,""Anytime Fitness"":4,""Taco John's"":4,""KFC"":4,""Fit Republic USA"":4,""The Good Samaritan Society"":4,""Kohl's"":4,""Texas Roadhouse"":4,""Shell Oil"":4,""The Salvation Army"":2,""Dollar General"":2,""Ace Hardware"":2,""Burger King"":2,""Russ's Market"":2,""Scooter’s Coffee and Yogurt"":2,""McDonald's"":2,""Phillips 66"":2}","{""Walmart"":53,""Casey's General Stores"":20,""Burger King"":20,""Dollar General"":13,""Dairy Queen"":13,""Scooter’s Coffee and Yogurt"":13,""McDonald's"":13,""Shell Oil"":13,""Dollar Tree"":13,""Fit Republic USA"":10,""Kohl's"":10,""Russ's Market"":10,""Subway"":10,""Chevrolet"":7,""Anytime Fitness"":7,""Taco John's"":7,""The Salvation Army"":7,""KFC"":7,""The Good Samaritan Society"":7,""Costco Gasoline"":7}","{""android"":14,""ios"":12}"
222-222@5sc-6jf-6hq,,Best Choice Floral And Landscape,101 Greendale Rd,Hortonville,WI,54944,US,,,2021-01-04T00:00:00-06:00,2021-01-11T00:00:00-06:00,1,1,"[0,0,0,0,1,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",550870127002,{},{},{},{},,101.0,"{""<5"":0,""5-10"":0,""11-20"":0,""21-60"":0,""61-120"":1,""121-240"":0,"">240"":0}",{},{},"{""android"":0,""ios"":0}"
224-222@5qv-v88-fzz,,Taqueria Candelaria,200 N Coit Rd,Richardson,TX,75080,US,,,2021-01-04T00:00:00-06:00,2021-01-11T00:00:00-06:00,1,1,"[0,0,0,0,0,0,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0]",481130192042,{},{},{},{},,172.0,"{""<5"":0,""5-10"":0,""11-20"":0,""21-60"":0,""61-120"":0,""121-240"":1,"">240"":0}",{},{},"{""android"":0,""ios"":0}"
222-222@8fy-d7b-nqz,,Waffle House,5991 W Irlo Bronson Memorial Hwy,Kissimmee,FL,34747,US,SG_BRAND_7d55f8ddf947e2b4446a8240c916ae25,Waffle House,2021-01-04T00:00:00-05:00,2021-01-11T00:00:00-05:00,2,1,"[0,0,0,0,0,1,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0]",120970408032,{},{},{},{},,1077.0,"{""<5"":0,""5-10"":0,""11-20"":0,""21-60"":0,""61-120"":0,""121-240"":0,"">240"":2}",{},{},"{""android"":0,""ios"":4}"
222-222@8t2-2td-yjv,,Trahpek Care,147 Peaceful Ln,San Antonio,TX,78264,US,,,2021-01-04T00:00:00-06:00,2021-01-11T00:00:00-06:00,2,1,"[0,1,0,0,1,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",480291521004,"{""480291521004"":4}",{},{},{},,21.0,"{""<5"":0,""5-10"":0,""11-20"":0,""21-60"":2,""61-120"":0,""121-240"":0,"">240"":0}",{},{},"{""android"":0,""ios"":0}"
zzy-222@646-qdd-j35,,Wendy's,4039 Curtis Rd,Jacksonville,NC,28540,US,SG_BRAND_962f9b1d1de0bf5b87f4782eafcfd5e5,Wendy's,2021-01-04T00:00:00-05:00,2021-01-11T00:00:00-05:00,93,59,"[16,22,13,18,12,5,7]","[0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,0,1,2,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,3,5,1,1,0,4,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,6,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,1,0,1,3,0,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,6,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,3,0,0,0,0]",371330010001,"{""371330010001"":19,""371330013002"":4,""371330011011"":4,""370370206002"":4,""371330007003"":4,""371330024004"":4,""370190206022"":4,""371330004012"":4,""371330006003"":4}","{""37133001000"":15,""37133001200"":5,""37001021300"":4,""37133000202"":4,""37133001300"":4,""37133002500"":4,""37133002400"":4,""37133001101"":4,""51810046214"":4}","{""371330010001"":16,""370190201011"":4,""370190205111"":4,""370010213002"":4,""370510032052"":4,""371330011024"":4}","{""US"":55}",8162,11.0,"{""<5"":3,""5-10"":40,""11-20"":26,""21-60"":7,""61-120"":2,""121-240"":12,"">240"":3}","{""Subway"":6,""Walmart"":4,""Lowe's"":4,""McDonald's"":4,""Speedway"":3,""Hampton"":3,""Candlewood Suites"":3,""Shell Oil"":3,""Hibbett Sports"":1,""Cook Out"":1,""Olive Garden"":1,""Comfort Suites"":1,""Super 8"":1,""Nissan"":1,""Wing Zone"":1,""Panda Express"":1,""Burger King"":1,""Biomat USA"":1,""Tractor Supply Co."":1,""Food Lion"":1}","{""Walmart"":22,""McDonald's"":19,""Subway"":19,""Chick-fil-A"":15,""Cook Out"":10,""Lowe's"":10,""Speedway"":10,""Starbucks"":10,""Texas Roadhouse"":10,""Bojangles'"":10,""Shell Oil"":10,""Handy Mart"":8,""Twin Peaks Restaurant"":7,""Food Lion"":7,""Exxon Mobil"":7,""BP"":5,""Dollar General"":5,""Academy Sports + Outdoors"":5,""Lowes Foods"":5,""Circle K Gas"":3}","{""android"":25,""ios"":32}"
222-222@63j-3bc-bzf,,KeyBank,5457 S Scatterfield Rd,Anderson,IN,46013,US,SG_BRAND_19f61781f19ddf667e60cc8396365a00,KeyBank,2021-01-04T00:00:00-05:00,2021-01-11T00:00:00-05:00,1,1,"[0,0,0,0,1,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",180950018001,{},{},{},{},,8.0,"{""<5"":0,""5-10"":1,""11-20"":0,""21-60"":0,""61-120"":0,""121-240"":0,"">240"":0}",{},{},"{""android"":0,""ios"":0}"
222-222@5sb-cy4-wtv,,Jacob Duman Ecc At Lake County Jcc,23280 N Old McHenry Rd,Lake Zurich,IL,60047,US,,,2021-01-04T00:00:00-06:00,2021-01-11T00:00:00-06:00,43,10,"[9,10,7,8,9,0,0]","[0,0,0,0,0,0,1,1,0,0,0,3,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",170978644022,"{""171118711061"":5,""170318172002"":4,""170318041022"":4,""170318025032"":4,""170978645201"":4}","{""17111871106"":4}","{""171118711061"":5,""170318172002"":4,""170978644022"":4,""170978644071"":4}","{""US"":9}",16180,205.0,"{""<5"":2,""5-10"":3,""11-20"":4,""21-60"":0,""61-120"":1,""121-240"":21,"">240"":12}","{""Jewel-Osco"":5,""ALDI"":5,""Walgreens"":5,""Advance Auto Parts"":3,""Woodman's Market"":3,""Firestone Complete Auto Care"":3,""Starbucks"":3,""Thorntons"":3,""Culver's"":3,""Mariano's"":3,""McDonald's"":3,""CVS"":3,""Garden Fresh Market"":3,""Shell Oil"":3,""Dunkin'"":3,""Dollar Tree"":3}","{""ALDI"":30,""Jewel-Osco"":20,""Walgreens"":20,""Thorntons"":20,""CVS"":20,""Advance Auto Parts"":10,""Lowe's"":10,""Woodman's Market"":10,""Firestone Complete Auto Care"":10,""Five Below"":10,""Starbucks"":10,""Roti Mediterranean Grill"":10,""Butera Market"":10,""Culver's"":10,""Mariano's"":10,""McDonald's"":10,""Phillips 66"":10,""Garden Fresh Market"":10,""Shell Oil"":10,""Dunkin'"":10}","{""android"":4,""ios"":4}"
zzw-222@5sc-7nm-mff,,Bob Burns Golf Learning Center,428 W Edgewood Dr,Appleton,WI,54913,US,,,2021-01-04T00:00:00-06:00,2021-01-11T00:00:00-06:00,15,10,"[0,3,0,4,2,4,2]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0]",550870125031,"{""550870125031"":4}",{},{},"{""US"":8}",1732,35.0,"{""<5"":1,""5-10"":2,""11-20"":3,""21-60"":3,""61-120"":1,""121-240"":1,"">240"":4}","{""Sam's Club"":7,""Pure Barre"":7,""Festival Foods Wisconsin"":7}","{""Sam's Club"":20,""Kwik Trip"":10,""Pure Barre"":10,""Woodman's Market"":10,""Festival Foods Wisconsin"":10,""Mills Fleet Farm"":10}","{""android"":9,""ios"":7}"
224-222@5vg-7gt-grk,,Ruru Kitchen,532 Market St,San Francisco,CA,94104,US,,,2021-01-04T00:00:00-08:00,2021-01-11T00:00:00-08:00,12,9,"[2,2,2,3,0,3,0]","[0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",060750117002,"{""060750258001"":4}",{},"{""060816008002"":4}",{},,9.5,"{""<5"":0,""5-10"":7,""11-20"":1,""21-60"":2,""61-120"":0,""121-240"":0,"">240"":2}","{""Target"":11,""Blick Art Materials"":11,""Blue Bottle Coffee"":11}","{""Walmart"":11,""Philz Coffee"":11,""Target"":11,""Blick Art Materials"":11,""Rotten Robbie"":11,""Amazon Go"":11,""Safeway"":11,""Jack in the Box"":11,""Peet's Coffee and Tea"":11,""Costco"":11,""Pet Club Food and Supplies"":11,""Lucille's Smokehouse Bar-B-Que"":11,""Joe & The Juice"":11,""McDonald's"":11,""FoodMaxx Supermarkets"":11,""Chevron Extra Mile"":11,""Blue Bottle Coffee"":11,""F45 Training"":11,""Round Table Pizza"":11,""Subway"":11}","{""android"":4,""ios"":4}"
zzw-225@63c-48v-pjv,,Duck Hollow Golf Club,374 Duck Hollow Rd,Uniontown,PA,15401,US,,,2021-01-04T00:00:00-05:00,2021-01-11T00:00:00-05:00,14,7,"[1,3,0,0,1,3,6]","[0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,2,0,0,0,0,0,0,0]",420512615001,"{""540610118063"":4,""420512631002"":4}","{""54061011806"":4,""42051263100"":4}","{""420512616001"":4}","{""US"":6}",29734,35.5,"{""<5"":0,""5-10"":3,""11-20"":3,""21-60"":3,""61-120"":3,""121-240"":1,"">240"":1}","{""McDonald's"":20,""Bob Evans"":20,""Verizon Wireless"":10,""Giant Eagle"":10,""T.J. Maxx"":10,""Five Below"":10,""Sheetz"":10}","{""The Home Depot"":29,""McDonald's"":29,""Bob Evans"":29,""Exxon Mobil"":29,""Subway"":29,""Martin's Foods"":14,""Cabela's"":14,""BFS Foods"":14,""Sweet Pea's"":14,""Verizon Wireless"":14,""Giant Eagle"":14,""Taco Bell"":14,""Lowe's"":14,""T.J. Maxx"":14,""Speedway"":14,""Eat'n Park"":14,""Five Below"":14,""Sheetz"":14,""Kohl's"":14,""Super 8"":14}","{""android"":0,""ios"":4}"
zzw-223@62m-dnf-89z,,Capitol Shopping Center,80 Storrs St,Concord,NH,03301,US,,,2021-01-04T00:00:00-05:00,2021-01-11T00:00:00-05:00,518,392,"[63,65,70,78,74,109,59]","[0,0,0,0,0,0,1,0,2,2,3,7,8,1,3,9,9,7,5,4,2,0,0,0,0,0,1,0,0,1,2,2,2,2,4,5,5,1,4,14,8,2,5,5,0,2,0,0,0,0,0,0,1,1,1,1,0,6,2,6,8,4,13,5,5,5,6,6,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,6,6,2,7,9,12,13,6,6,5,1,0,0,0,0,0,0,0,0,1,2,1,2,4,5,5,4,4,10,12,9,4,11,0,0,0,0,0,0,0,0,0,1,0,0,1,7,2,15,15,14,10,14,9,6,4,9,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2,8,9,8,9,5,7,5,0,2,1,0,0,0]",330130323001,"{""330130310013"":11,""330130310021"":10,""330130390003"":9,""330130390002"":9,""330130325002"":8,""330130322001"":8,""330130327061"":8,""330130323001"":8,""330130310012"":7,""330130321001"":7,""330130324004"":6,""330039563003"":6,""330130322002"":6,""330130310022"":6,""330019658003"":6,""330130321002"":6,""330130032004"":6,""330130441001"":5,""330130329003"":5,""250092526023"":5,""330130031001"":5,""330130328002"":5,""330110255002"":5,""330130441002"":5,""330130385003"":5,""330130370001"":5,""330110200001"":5,""330130326002"":5,""330019660001"":5,""330130324001"":4,""330110009022"":4,""330110029011"":4,""330130324002"":4,""330130310011"":4,""330130380001"":4,""330130328003"":4,""330130031003"":4,""330130443001"":4,""330130030062"":4,""330110255003"":4,""330150560002"":4,""330019655982"":4,""330130442001"":4,""330110142011"":4,""330110002032"":4,""330150560001"":4,""330110255001"":4,""330130443003"":4,""250250803001"":4,""330039564001"":4,""330019659004"":4,""330130390004"":4,""330130360003"":4,""330019660004"":4,""330019657002"":4,""330110210001"":4,""440070106006"":4,""330019656003"":4,""330019656002"":4,""330130325001"":4,""330130300001"":4,""330130329001"":4,""330130360002"":4,""330130385002"":4,""330130326001"":4,""330130328001"":4,""330150500002"":4,""330130032003"":4,""330130400003"":4,""330130321003"":4,""361031101011"":4,""330199759011"":4,""330130405003"":4,""330130380002"":4,""330130330001"":4,""330110255004"":4}","{""33013032100"":18,""33013039000"":18,""33013031001"":16,""33013031002"":15,""33013032500"":13,""33013032400"":13,""33013032600"":12,""33013038000"":12,""33013032200"":12,""33013003200"":10,""33013044300"":10,""33013038500"":10,""33013032800"":9,""33011025500"":9,""33001965800"":7,""33013044100"":7,""33013043002"":7,""33011021000"":7,""33013036000"":7,""33001965598"":7,""33013032300"":7,""33001965900"":6,""33013032900"":6,""33011002901"":5,""33013044000"":5,""33001966200"":5,""33003956300"":5,""33001966000"":5,""33013003100"":5,""33013041000"":4,""33013040500"":4,""33011000203"":4,""50021962800"":4,""33013003006"":4,""36047032100"":4,""33019975901"":4,""33003956400"":4,""33015057000"":4,""33013030000"":4,""33001965700"":4,""33013003001"":4,""33013040000"":4,""33013034000"":4,""33003955100"":4,""50007002701"":4,""33011021500"":4,""33009961300"":4,""33017085000"":4,""33009960400"":4,""09011713100"":4,""33015100200"":4,""33015056000"":4,""33013032706"":4,""33013037000"":4,""33001965600"":4,""33011010301"":4}","{""330130325002"":13,""330130390003"":10,""330130390002"":10,""330130323001"":10,""330130310021"":9,""330130321002"":8,""330130322001"":8,""330130310013"":8,""330130310022"":8,""330130322002"":7,""330130326002"":7,""330130321001"":7,""330130032004"":7,""330130325001"":7,""330130370001"":5,""330130031003"":5,""330130310012"":5,""330170885003"":5,""330039553001"":5,""060133240014"":4,""330130385002"":4,""330130390004"":4,""330130328002"":4,""330130443003"":4,""330110255001"":4,""330130327061"":4,""330110215001"":4,""330130380002"":4,""330130440002"":4,""330110009022"":4,""330130324001"":4,""330110255002"":4,""250214174001"":4,""330019655981"":4,""330130380001"":4,""330059714021"":4,""330130405003"":4,""330019658003"":4,""330019659004"":4,""250250803001"":4,""330019659001"":4,""330130443002"":4,""330130032003"":4,""330130031001"":4,""330099613002"":4,""330130360003"":4,""330130441002"":4,""330019660001"":4,""330130410003"":4,""330150033021"":4,""330130030013"":4,""330019655982"":4,""330150560002"":4,""330110210001"":4,""500219628001"":4,""330019657002"":4,""330039563003"":4,""330110162022"":4,""330130329003"":4,""330130425003"":4,""390030109001"":4,""360470321004"":4,""330110002043"":4,""330110200001"":4,""330130324002"":4,""330130030062"":4,""330130442002"":4,""330130441001"":4,""330130443001"":4,""330110210003"":4,""330110141002"":4,""330110255004"":4,""330130340002"":4,""330199759021"":4,""330130360002"":4,""330110019002"":4,""330019656002"":4,""330019655983"":4,""330130385003"":4,""330130326001"":4,""330130030061"":4,""450510602042"":4,""330130310011"":4}","{""US"":369}",12772,21.0,"{""<5"":10,""5-10"":130,""11-20"":113,""21-60"":186,""61-120"":37,""121-240"":23,"">240"":19}","{""Jo-Ann Fabric and Craft Stores"":28,""Marshalls"":27,""Market Basket"":26,""Burlington"":22,""Walmart"":11,""T.J. Maxx"":7,""Target"":6,""Irving Oil"":6,""Dunkin'"":5,""Mobil"":4,""Cumberland Farms"":4,""McDonald's"":4,""Dollar Tree"":4,""Sam's Club Fuel Center"":3,""Lowe's"":3,""The Zoo Health Club"":3,""Rite Aid"":3,""Sam's Club"":3,""Shell Oil"":2,""Goodwill Industries"":2}","{""Market Basket"":38,""Marshalls"":32,""Walmart"":31,""Jo-Ann Fabric and Craft Stores"":31,""Burlington"":21,""Dunkin'"":21,""Irving Oil"":20,""McDonald's"":17,""Dollar Tree"":17,""Target"":17,""T.J. Maxx"":15,""Cumberland Farms"":11,""Mobil"":11,""Rite Aid"":9,""Lowe's"":8,""Shell Oil"":8,""Sam's Club Fuel Center"":8,""The Home Depot"":7,""Shaw's"":7,""Simon mall"":7}","{""android"":175,""ios"":220}"
zzw-224@5vg-th4-975,,Option Care Health,3301 C St Ste 450,Sacramento,CA,95816,US,,,2021-01-04T00:00:00-08:00,2021-01-11T00:00:00-08:00,6,4,"[4,1,0,1,0,0,0]","[0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",060670003001,"{""060670059011"":7,""060670022002"":4}","{""06067002200"":4}","{""060670003001"":4}","{""US"":4}",,318.0,"{""<5"":0,""5-10"":0,""11-20"":1,""21-60"":1,""61-120"":0,""121-240"":1,"">240"":3}",{},{},"{""android"":4,""ios"":0}"
zzz-222@8dy-qsg-n89,,Digby Playground,6600 Virgilian St. & S. Laverne,New Orleans,LA,70126,US,,,2021-01-04T00:00:00-06:00,2021-01-11T00:00:00-06:00,53,31,"[9,6,6,9,11,3,9]","[0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0]",220710017202,"{""220510252023"":4,""221030406043"":4,""220950703004"":4,""220710017403"":4}","{""22071013700"":4,""22071001720"":4,""22071001723"":4,""22071013400"":4}","{""220710131002"":4,""220710017471"":4}","{""US"":25}",5868,62.0,"{""<5"":0,""5-10"":6,""11-20"":12,""21-60"":8,""61-120"":9,""121-240"":8,"">240"":10}","{""Walmart"":9,""Shell Oil"":7,""Planet Fitness"":4,""Wendy's"":4,""McDonald's"":4,""Family Dollar Stores"":4,""Chili's Grill & Bar"":2,""Chevron"":2,""Rouses Markets"":2,""The Medicine Shoppe"":2,""Murphy USA"":2,""Taco Bell"":2,""NAPA Auto Parts"":2,""RaceTrac"":2,""Red Wing Shoes"":2,""Smoothie King"":2,""Clarion"":2,""GameStop"":2,""Winn Dixie"":2,""Popeyes Louisiana Kitchen"":2}","{""Walmart"":26,""Shell Oil"":23,""Family Dollar Stores"":19,""Wendy's"":16,""McDonald's"":16,""RaceTrac"":13,""Walgreens"":13,""Planet Fitness"":10,""Chevron"":10,""Raising Cane's"":10,""Valero Energy"":10,""Waffle House"":10,""Hibbett Sports"":6,""Sonic"":6,""Taco Bell"":6,""Winn Dixie"":6,""TownePlace Suites by Marriott"":6,""Burger King"":6,""CVS"":6,""Sam's Club"":6}","{""android"":14,""ios"":15}"
