placekey,parent_placekey,location_name,street_address,city,region,postal_code,iso_country_code,safegraph_brand_ids,brands,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts,visits_by_day,visits_by_each_hour,poi_cbg,visitor_home_cbgs,visitor_home_aggregation,visitor_daytime_cbgs,visitor_country_of_origin,distance_from_home,median_dwell,bucketed_dwell_times,related_same_day_brand,related_same_week_brand,device_type
222-22c@62k-vrs-7wk,222-22b@62k-vrs-7wk,Warhammer,343 Gorham Rd,South Portland,ME,04106,US,SG_BRAND_d0fb2980106864e4,Warhammer,2021-01-04T00:00:00-05:00,2021-01-11T00:00:00-05:00,64,53,"[8,6,15,9,6,11,9]","[0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,1,0,1,0,0,0,0,0,0]",230050030004,"{""230310220002"":5,""230310051003"":4,""230310200003"":4,""230050048032"":4,""230050047023"":4,""230310245003"":4,""230050041003"":4,""230190009001"":4,""230310210003"":4}","{""23005004702"":5,""23005002501"":4,""23031006101"":4,""23031025202"":4,""33017081600"":4,""23005004100"":4,""23005004803"":4,""23005017304"":4,""23005002102"":4,""23031005100"":4,""23031020000"":4,""23005004802"":4}","{""230050031001"":5,""230179664003"":4,""230310061015"":4,""230099653005"":4,""230050013002"":4,""230050030004"":4,""230050171012"":4,""230310280024"":4,""230310220002"":4}","{""US"":48}",17803,25.5,"{""<5"":4,""5-10"":7,""11-20"":11,""21-60"":23,""61-120"":7,""121-240"":5,"">240"":7}","{""Target"":8,""Walmart"":5,""Anytime Fitness"":5,""ULTA Beauty"":5,""Planet Fitness"":5,""Eastern Mountain Sports"":5,""Starbucks"":5,""Aroma Joe's"":5,""Sephora"":3,""T.J. Maxx"":3,""Cumberland Farms"":3,""The Big Apple Food Stores"":3,""Sam's Club Fuel Center"":3,""Shaw's"":3,""Applebee's"":3,""Marden's Surplus & Salvage"":3,""CVS"":3,""Sam's Club"":3,""Irving Oil"":3,""Petco"":2}","{""Walmart"":25,""Target"":23,""Aroma Joe's"":17,""McDonald's"":15,""Irving Oil"":15,""Hannaford Supermarkets"":13,""Cumberland Farms"":13,""Dunkin'"":13,""T.J. Maxx"":11,""Starbucks"":11,""Subway"":11,""Sam's Club Fuel Center"":9,""Sam's Club"":9,""Petco"":8,""ULTA Beauty"":8,""Planet Fitness"":8,""Eastern Mountain Sports"":8,""Sephora"":8,""Lowe's"":8,""Michaels Stores"":8}","{""android"":10,""ios"":41}"
22k-222@627-wdk-z9f,,Victory Meat Center,8506 Bay Pkwy,Brooklyn,NY,11214,US,,,2021-01-04T00:00:00-05:00,2021-01-11T00:00:00-05:00,91,78,"[14,15,10,18,11,15,8]","[0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,4,1,2,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,2,3,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,1,2,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,3,0,2,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0]",360470290003,"{""360470270002"":6,""360470272001"":5,""360470288002"":5,""360470304003"":4,""360470192001"":4,""360470594013"":4,""360470382003"":4,""360470400001"":4,""360850050001"":4,""360470302002"":4,""360470272002"":4,""360470404002"":4,""360470586002"":4,""360470300002"":4,""360470290003"":4,""360470224003"":4,""360470276003"":4,""360470298003"":4,""360470304001"":4,""360470290002"":4}","{""36047030400"":8,""36047029600"":6,""36047029000"":5,""36047064200"":5,""36047027000"":4,""36047043000"":4,""36047059402"":4,""36047030200"":4,""36047026200"":4,""36047018200"":4,""36047058600"":4,""36047027400"":4,""36047027600"":4,""36047029800"":4,""36047040800"":4,""36047022400"":4}","{""360470296004"":6,""360470298002"":5,""360470364002"":4,""360470274001"":4,""360470304001"":4,""360470288002"":4,""360610031001"":4,""360470398002"":4,""360470052011"":4,""360470304003"":4,""360470290002"":4,""360470296002"":4,""360470296001"":4,""360850277042"":4,""360470400001"":4,""360470130004"":4,""360850050001"":4,""360470302002"":4,""360470292002"":4,""360470272002"":4,""360470270001"":4,""360470290001"":4,""360470426001"":4}","{""US"":73}",1014,12.0,"{""<5"":5,""5-10"":35,""11-20"":18,""21-60"":15,""61-120"":5,""121-240"":4,"">240"":9}","{""The Home Depot"":3,""Petco"":2,""Kohl's"":2,""Costco"":2,""Walgreens"":2,""Target"":1,""DHL"":1,""Bolla Market"":1,""Popeyes Louisiana Kitchen"":1,""Carvel"":1,""Comfort Inn"":1,""BJ's Wholesale Club"":1,""Burger King"":1,""Marshalls"":1,""Foodtown"":1,""Chase"":1,""CVS"":1,""Pastosa Ravioli"":1,""CITGO"":1,""Sunoco"":1}","{""McDonald's"":12,""Dunkin'"":12,""BP"":10,""Walgreens"":10,""The Home Depot"":6,""BJ's Wholesale Club"":6,""CITGO"":6,""Shell Oil"":6,""Bolla Market"":5,""7-Eleven"":5,""Popeyes Louisiana Kitchen"":5,""Kohl's"":5,""Sunoco"":5,""Petco"":4,""Target"":4,""Baskin Robbins"":4,""Starbucks"":4,""Costco"":4,""TravelCenters of America"":4,""Subway"":4}","{""android"":40,""ios"":36}"
zzw-222@5nx-j7q-rkz,,First Reformed Church Of Sibley Iowa,1010 6th St,Sibley,IA,51249,US,,,2021-01-04T00:00:00-06:00,2021-01-11T00:00:00-06:00,36,17,"[4,3,8,6,1,3,11]","[0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0]",191434601003,"{""191434602001"":4,""191434601002"":4,""191434601001"":4,""191434602003"":4}","{""19143460200"":5,""19143460100"":5}","{""191434602001"":5,""191434602003"":4,""191434601004"":4,""191434601001"":4}","{""US"":11}",7943,87.5,"{""<5"":0,""5-10"":2,""11-20"":6,""21-60"":6,""61-120"":6,""121-240"":5,"">240"":11}","{""CENEX"":13,""Hibbett Sports"":3,""Walmart"":3,""maurices"":3,""Hy-Vee"":3,""Dyno's"":3,""Pizza Ranch"":3,""Sinclair Oil"":3,""Panda Express"":3,""Scooter’s Coffee and Yogurt"":3,""McDonald's"":3,""A&W Restaurants"":3,""Fareway Stores"":3,""Lewis Drug"":3}","{""CENEX"":29,""McDonald's"":18,""Walmart"":12,""Target"":12,""Pizza Ranch"":12,""Fareway Stores"":12,""Hibbett Sports"":6,""Chevrolet"":6,""Simon mall"":6,""maurices"":6,""NAPA Auto Parts"":6,""International Trucks"":6,""Dollar General"":6,""Hy-Vee"":6,""Ace Hardware"":6,""Dyno's"":6,""Kohl's"":6,""Sinclair Oil"":6,""Applebee's"":6,""Dunham's Sports"":6}","{""android"":4,""ios"":9}"
222-222@8gm-zd6-gff,,Little Lights Creative Learning Center,640 Malwest St,Prattville,AL,36066,US,,,2021-01-04T00:00:00-06:00,2021-01-11T00:00:00-06:00,23,7,"[2,4,7,5,5,0,0]","[0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",010510313001,"{""010510310002"":4}","{""01051031000"":4}",{},"{""US"":5}",5654,187.0,"{""<5"":1,""5-10"":7,""11-20"":0,""21-60"":0,""61-120"":1,""121-240"":7,"">240"":7}","{""Burger King"":12,""Walmart"":6,""Dodge"":6,""Chrysler"":6,""Chevron"":6,""Cook Out"":6,""Murphy USA"":6,""Caliber Collision"":6,""Orangetheory Fitness"":6,""Pep Boys"":6,""Super 8"":6,""Hardee's"":6,""Logan's Roadhouse"":6,""Jeep"":6,""CVS"":6,""Ram"":6,""Exxon Mobil"":6}","{""Walmart"":57,""Burger King"":43,""Pep Boys"":29,""Waffle House"":29,""Marathon"":29,""Circle K Gas"":14,""Sonic"":14,""Dodge"":14,""Chrysler"":14,""Chevron"":14,""Cook Out"":14,""Pure Barre"":14,""Jim N Nick's"":14,""Murphy USA"":14,""Lowe's"":14,""Caliber Collision"":14,""Hobby Lobby Stores"":14,""Bass Pro Shops"":14,""Winn Dixie"":14,""Popeyes Louisiana Kitchen"":14}","{""android"":4,""ios"":4}"
222-222@5z7-z4p-52k,zzw-222@5z7-z4n-f2k,BV Grill,10256 Golf Course Rd,Taft,CA,93268,US,,,2021-01-04T00:00:00-08:00,2021-01-11T00:00:00-08:00,43,30,"[1,1,16,5,1,10,9]","[0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,0,0,0,0,0,0,0,0,0]",060290033041,"{""060290028192"":4,""060290028202"":4,""060290038101"":4,""060290028163"":4}","{""06029003813"":4,""06029003500"":4,""06029006007"":4,""06029000903"":4,""06029003124"":4}","{""060290037001"":4,""060290028202"":4,""060290005033"":4,""060290028211"":4,""060290032063"":4}","{""US"":23}",22902,17.0,"{""<5"":2,""5-10"":13,""11-20"":12,""21-60"":10,""61-120"":3,""121-240"":2,"">240"":1}","{""Little Caesars"":3,""Chevron"":3,""Del Taco"":3,""Costco Gasoline"":3,""Walgreens"":3,""Carl's Jr."":3,""McDonald's"":3}","{""Walmart"":17,""Chevron"":13,""Albertsons"":13,""The Home Depot"":13,""WinCo Foods"":10,""Dollar General"":10,""Jack in the Box"":10,""Costco"":10,""McDonald's"":10,""Starbucks"":7,""Mobil"":7,""Vons"":7,""Rite Aid"":7,""Mitsubishi Motors"":7,""Pizza Hut"":7,""Fastrip"":7,""Petco"":3,""IHOP"":3,""Little Caesars"":3,""Infiniti"":3}","{""android"":10,""ios"":20}"
zzy-222@5z6-wk6-kzz,,Los Hermanos tire shop,22917 Avenue 196,Strathmore,CA,93267,US,,,2021-01-04T00:00:00-08:00,2021-01-11T00:00:00-08:00,28,22,"[2,3,2,7,7,6,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0]",061070033006,"{""061070033006"":5,""061070033003"":5,""061070033001"":4}","{""06107002800"":5,""06107003802"":4,""06107003801"":4,""06107002700"":4,""06107003300"":4}","{""061070017014"":4,""061070028001"":4,""061070026021"":4}","{""US"":19}",7743,10.0,"{""<5"":0,""5-10"":17,""11-20"":6,""21-60"":4,""61-120"":0,""121-240"":1,"">240"":0}","{""Valero Energy"":7,""Walmart"":4,""Chevron"":4,""ALDI"":4,""Save Mart Supermarkets"":4,""Yum Yum Donuts"":4,""Dollar General"":4,""American Tire Depot"":4,""Macy's Backstage"":4,""ARCO"":4,""CVS"":4,""ampm"":4,""OfficeMax"":4}","{""Walmart"":32,""Chevron"":18,""McDonald's"":18,""Dollar General"":14,""Walgreens"":14,""Valero Energy"":14,""OfficeMax"":14,""Family Health Care Network"":9,""Taco Bell"":9,""Save Mart Supermarkets"":9,""Del Taco"":9,""Starbucks"":9,""Jack in the Box"":9,""Smart & Final"":9,""Macy's Backstage"":9,""CVS"":9,""Chevrolet"":5,""Miracle-Ear"":5,""ALDI"":5,""Cadillac"":5}","{""android"":16,""ios"":11}"
zzz-222@8m3-vqy-ndv,,Pearl City District Park,785 Hoomaemae St,Pearl City,HI,96782,US,,,2021-01-04T00:00:00-10:00,2021-01-11T00:00:00-10:00,97,52,"[13,9,18,12,23,16,6]","[0,0,0,0,0,0,1,2,1,1,0,0,2,0,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3,1,1,1,0,0,0,4,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,3,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,3,3,1,6,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,2,1,2,0,0,1,1,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1]",150030080072,"{""150030080072"":6,""150030080061"":6,""150030080051"":6,""150030080052"":4,""150030001101"":4,""150030089183"":4}","{""15003008005"":9,""15003008007"":6,""15003008918"":4,""53029970500"":4,""15003008003"":4,""15003008924"":4,""15003008002"":4,""15003009300"":4,""15003007809"":4}","{""150030080072"":12,""150030093001"":4,""150030080031"":4,""150030089082"":4,""150030078092"":4,""150030080051"":4,""150030080052"":4}","{""US"":46}",2184,83.0,"{""<5"":2,""5-10"":7,""11-20"":10,""21-60"":19,""61-120"":28,""121-240"":13,"">240"":18}","{""McDonald's"":9,""Walmart"":8,""Texaco"":6,""Jersey Mike's"":3,""Starbucks"":3,""Jack in the Box"":3,""The Vitamin Shoppe"":3,""76"":3,""Ninja Sushi"":3,""Zippys"":3,""Target"":1,""Jamba"":1,""Barnes and Noble"":1,""The Home Depot"":1,""Tutti Frutti"":1,""Foodland Hawaii"":1,""7-Eleven"":1,""Papa John's"":1,""Wendy's"":1,""Fastenal"":1}","{""Walmart"":38,""McDonald's"":29,""Jack in the Box"":19,""Costco"":19,""76"":17,""HELE"":12,""The Home Depot"":12,""Texaco"":12,""Zippys"":10,""Target"":8,""T.J. Maxx"":8,""Starbucks"":8,""Panda Express"":8,""Goodwill Industries"":6,""CVS"":6,""24 Hour Fitness"":6,""Sam's Club"":6,""Hallmark Cards"":4,""Chevron"":4,""Simon mall"":4}","{""android"":20,""ios"":33}"
zzw-222@63g-3t9-x89,,Sykes Andy Dr,524 N Greensboro St,Liberty,NC,27298,US,,,2021-01-04T00:00:00-05:00,2021-01-11T00:00:00-05:00,100,37,"[7,15,20,14,22,18,4]","[0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,3,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,0,0,2,2,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,1,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,1,4,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,3,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0]",371510312004,"{""371510312003"":4,""371510312001"":4,""371510308011"":4,""370810154024"":4,""371510305033"":4,""371510308012"":4,""370810172003"":4}","{""37151031200"":7,""37001021802"":5,""37151031000"":4,""37151031306"":4,""37081016900"":4,""37081015402"":4,""37151031400"":4}","{""371510312004"":5,""370810169001"":4,""371510313063"":4,""371510308012"":4,""371510312001"":4,""370010218022"":4}","{""US"":33}",14213,111.0,"{""<5"":3,""5-10"":12,""11-20"":2,""21-60"":15,""61-120"":22,""121-240"":25,"">240"":21}","{""Food Lion"":14,""Walmart"":11,""McDonald's"":9,""Lowe's"":6,""BP"":5,""Dollar General"":5,""Han-Dee Hugo's"":5,""Chick-fil-A"":5,""Murphy USA"":3,""CITGO"":3,""Shell Oil"":3,""Subway"":3,""Circle K Gas"":2,""Sonic"":2,""KFC"":2,""Hobby Lobby Stores"":2,""Biscuitville"":2,""Randstad"":2,""Sheetz"":2,""Love's Travel Stops and Country Stores"":2}","{""Walmart"":30,""McDonald's"":24,""Food Lion"":24,""Dollar General"":19,""Han-Dee Hugo's"":19,""Sheetz"":19,""Chick-fil-A"":19,""Lowe's"":16,""Shell Oil"":16,""Dollar Tree"":16,""Murphy USA"":14,""China House"":14,""CITGO"":14,""CVS"":11,""Family Dollar Stores"":11,""BP"":8,""Hobby Lobby Stores"":8,""Speedway"":8,""Wendy's"":8,""Biscuitville"":8}","{""android"":13,""ios"":19}"
22h-222@5z4-rpy-2zf,,ABLE Physical Therapy,1902 Royalty Dr Ste 170,Pomona,CA,91767,US,,,2021-01-04T00:00:00-08:00,2021-01-11T00:00:00-08:00,1,1,"[0,1,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",060374021023,{},{},{},{},,259.0,"{""<5"":0,""5-10"":0,""11-20"":0,""21-60"":0,""61-120"":0,""121-240"":0,"">240"":1}",{},{},"{""android"":0,""ios"":0}"
223-222@63s-cqz-7wk,,Ely David K Antiques,20 Ellis Ln,West Chester,PA,19380,US,,,2021-01-04T00:00:00-05:00,2021-01-11T00:00:00-05:00,2,2,"[0,1,0,0,0,1,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",420293027051,{},{},{},"{""US"":4}",,26.5,"{""<5"":0,""5-10"":1,""11-20"":0,""21-60"":1,""61-120"":0,""121-240"":0,"">240"":0}",{},{},"{""android"":0,""ios"":0}"
22g-222@5nz-gdv-8n5,,United States Postal Service (USPS),108 Main St,Breda,IA,51436,US,SG_BRAND_27ee73cd1fb6f5e432852fea401eacce,United States Postal Service (USPS),2021-01-04T00:00:00-06:00,2021-01-11T00:00:00-06:00,1,1,"[1,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",190279602001,{},{},{},,,10.0,"{""<5"":0,""5-10"":1,""11-20"":0,""21-60"":0,""61-120"":0,""121-240"":0,"">240"":0}",{},{},"{""android"":0,""ios"":4}"
22d-223@5z6-3q7-h89,,A & R Gifts General,4769 S Broadway,Los Angeles,CA,90037,US,,,2021-01-04T00:00:00-08:00,2021-01-11T00:00:00-08:00,29,12,"[7,1,7,2,4,5,3]","[0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0]",060372319002,"{""060372327001"":4,""060372313004"":4,""060372319001"":4,""060372282101"":4}","{""06037553300"":4,""06037231300"":4,""06037229410"":4}","{""060372313004"":4,""060372319001"":4,""060372377102"":4,""060372327001"":4}","{""US"":8}",1767,18.0,"{""<5"":2,""5-10"":8,""11-20"":6,""21-60"":6,""61-120"":2,""121-240"":1,"">240"":4}","{""Honda"":10,""Numero Uno Markets"":10,""AutoZone"":10,""Mother's Nutritional Centers"":5,""Target"":5,""Chevron"":5,""King Taco Restaurants"":5,""Ross Stores"":5,""7-Eleven"":5,""Starbucks"":5,""Sinclair Oil"":5,""Burger King"":5,""ARCO"":5,""McDonald's"":5,""Winchell's Donut House"":5,""Pizza Hut"":5,""Chevron Extra Mile"":5,""In-N-Out Burger"":5,""Marie Callender's"":5}","{""Numero Uno Markets"":33,""The Home Depot"":25,""ARCO"":25,""Target"":17,""Chevron"":17,""King Taco Restaurants"":17,""7-Eleven"":17,""Burger King"":17,""AutoZone"":17,""Mother's Nutritional Centers"":8,""Honda"":8,""Ross Stores"":8,""Taco Bell"":8,""Restaurant Depot"":8,""Baskin Robbins"":8,""Starbucks"":8,""Louisiana Fried Chicken"":8,""El Super"":8,""Sinclair Oil"":8,""O'Reilly Auto Parts"":8}","{""android"":9,""ios"":0}"
22f-222@5r4-2t8-f9f,,Mr Plumber,8207 Memphis Ave,Lubbock,TX,79423,US,,,2021-01-04T00:00:00-06:00,2021-01-11T00:00:00-06:00,13,13,"[2,2,5,1,2,1,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",483030105041,"{""483030017023"":4,""483030105084"":4,""483030105041"":4}","{""48303010508"":4}","{""483030003025"":4,""483030105041"":4,""483030105084"":4}","{""US"":13}",6120,17.0,"{""<5"":1,""5-10"":2,""11-20"":5,""21-60"":4,""61-120"":0,""121-240"":1,"">240"":0}","{""Walmart"":15,""IHOP"":8,""Bahama Buck's"":8,""Sonic"":8,""Anytime Fitness"":8,""Planet Fitness"":8,""Freightliner Trucks"":8,""United Supermarkets"":8,""Hobby Lobby Stores"":8,""Braum's Ice Cream and Dairy Stores"":8,""Starbucks"":8,""Sinclair Oil"":8,""Chick-fil-A"":8,""Rosa's Cafe"":8,""Tru Fit Athletic Clubs"":8,""Covenant Health"":8}","{""Walmart"":54,""Rosa's Cafe"":38,""Sonic"":23,""Chick-fil-A"":23,""Ross Stores"":15,""Lowe's"":15,""Whataburger"":15,""Hobby Lobby Stores"":15,""Braum's Ice Cream and Dairy Stores"":15,""McDonald's"":15,""Sam's Club"":15,""IHOP"":8,""Bahama Buck's"":8,""Anytime Fitness"":8,""Target"":8,""Planet Fitness"":8,""Tesla Motors"":8,""Jersey Mike's"":8,""The Cheesecake Factory"":8,""Murphy USA"":8}","{""android"":0,""ios"":11}"
